Make,Model,Variant, Ex-Showroom_Price ,Emission_Norm,Fuel_Type,Body_Type,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Ground_Clearance,Front_Suspension,Rear_Suspension,Power,Torque,Basic_Warranty,Child_Safety_Locks,Extended_Warranty,Minimum_Turning_Radius,Voice_Recognition,ABS_(Anti-lock_Braking_System),Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Parking_Assistance,USB_Compatibility,EBA_(Electronic_Brake_Assist),Navigation_System,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Cruise_Control
Toyota,Platinum Etios,Gx," Rs. 6,89,600 ",BS IV,Petrol,Sedan,13.6 km/litre,16.3 km/litre,16.78 km/litre,935 kg,170 mm,MacPherson Strut,Torsion Beam,90PS@5600rpm,132Nm@3000rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.9 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,16.5:1,,,,,,Yes,,
Toyota,Platinum Etios,Gxd," Rs. 7,99,600 ",BS IV,Diesel,Sedan,20.3 km/litre,23.6 km/litre,23.59 km/litre,1020 kg,170 mm,MacPherson Strut,Torsion Beam,68PS@3800rpm,170Nm@1800-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,16.5:1,,Yes,,,Yes,Yes,,
Toyota,Platinum Etios,Vxd Limited Edition," Rs. 9,13,400 ",BS IV,Diesel,Sedan,20.32 km/litre,23.08 km/litre,23.59 km/litre,1020 kg,170 mm,MacPherson Strut,Torsion Beam,68PS@3800rpm,170Nm@1800-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.9 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors,Yes,,,Yes,,,
Toyota,Platinum Etios,Vx Limited Edition," Rs. 8,03,400 ",BS IV,Petrol,Sedan,13.6 km/litre,16.3 km/litre,16.78 km/litre,990 kg,170 mm,MacPherson Strut,Torsion Beam,90PS@5600rpm,132Nm@3000rpm,,Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors,Yes,,,,Yes,,
Toyota,Etios Cross,V," Rs. 8,02,000 ",BS IV,Petrol,Hatchback,15 km/litre,16 km/litre,16.78 km/litre,950 kg,174 mm,MacPherson Strut,Torsion Beam,90PS@5600rpm,132Nm@3000rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,,Yes,,,,,,
Toyota,Etios Cross,G," Rs. 6,50,000 ",BS IV,Petrol,Hatchback,"16,78 km/litre",,17.71 km/litre,935 kg,174 mm,MacPherson Strut,Torsion Beam,80PS@5600rpm,104Nm@3100rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,2,,,Yes,,,,,,
Toyota,Etios Cross,Vd," Rs. 7,97,500 ",BS IV,Diesel,Hatchback,18.1 km/litre,22.5 km/litre,23.59 km/litre,1030 kg,174 mm,MacPherson Strut,Torsion Beam,68PS@3800rpm,170Nm@1800-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,,Yes,,,,,,
Toyota,Etios Cross,Gd," Rs. 7,66,000 ",BS IV,Diesel,Hatchback,18.1 km/litre,22.5 km/litre,23.59 km/litre,1015 kg,174 mm,MacPherson Strut,Torsion Beam,68PS@3800rpm,170Nm@1800-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,,Yes,,,,,,
Toyota,Etios Cross,1.2 X Edition," Rs. 6,68,500 ",BS IV,Petrol,Hatchback,16.78 km/litre,,17.71 km/litre,935 kg,174 mm,MacPherson Strut,Torsion Beam,80PS@5600rpm,104Nm@3100rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,2,,,Yes,,,,,,
Toyota,Etios Cross,1.4 X Edition," Rs. 8,16,000 ",BS IV,Diesel,Hatchback,18.1 km/litre,22.5 km/litre,23.59 km/litre,1015 kg,174 mm,MacPherson Strut,Torsion Beam,68PS@3800rpm,170Nm@1800-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,,Yes,,,,,,
Mahindra,Verito Vibe,D2," Rs. 6,57,628 ",BS IV,Diesel,Hatchback,18 km/litre,20.08 km/litre,20.08 km/litre,1155 kg,172 mm,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring - See more at: http://mahindraverito.com/verito-specs.aspx#sthash.hu39n454.dpuf,65PS@4000rpm,160Nm@2000rpm,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,3rd Year / up to 75000km from the date of delivery (whichever comes first),5.25 meter,,,,,,,,,,,,,Yes,,,
Mahindra,Verito Vibe,D4," Rs. 6,85,729 ",BS IV,Diesel,Hatchback,18 km/litre,20.08 km/litre,20.08 km/litre,1155 kg,172 mm,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring,65PS@4000rpm,160Nm@2000rpm,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,3rd Year / up to 75000km from the date of delivery (whichever comes first),5.25 meter,,,,Yes,,,,,,,,,Yes,,,
Mahindra,Verito Vibe,D6," Rs. 7,50,428 ",BS IV,Diesel,Hatchback,18 km/litre,20.08 km/litre,20.08 km/litre,1155 kg,172 mm,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring,65PS@4000rpm,160Nm@2000rpm,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,3rd Year / up to 75000km from the date of delivery (whichever comes first),5.25 meter,,Yes,Driver frontal airbag,Yes,Yes,,1,,,Yes,,,Yes,,,
Fiat,Urban Cross,1.3 Multijet Active," Rs. 6,77,618 ",BS IV,Diesel,Crossover,20 km/litre,,20 km/litre,1210 kg,205 mm,"Independent Wheels suspension with Mcpherson struts, Helical coil springs, Double acting Telescopic Dampers and Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",93PS@4000RPM,209Nm@2000rpm,,Yes,,,,Yes,,Yes,Yes,,,,,Yes,,Yes,Yes,,,
Fiat,Urban Cross,1.3 Multijet Dynamic," Rs. 7,39,074 ",BS IV,Diesel,Crossover,20 km/litre,,20 km/litre,1215 kg,,"Independent Wheels suspension with Mcpherson struts, Helical coil springs, Double acting Telescopic Dampers and Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",93PS@4000RPM,209Nm@2000rpm,,Yes,,,,Yes,,Yes,Yes,,,,,Yes,,Yes,Yes,,,
Fiat,Urban Cross,1.4 T-Jet Emotion," Rs. 9,77,516 ",BS IV,Petrol,Crossover,17 km/litre,,17.1 km/litre,1215 kg,205 mm,"Independent Wheels suspension with Mcpherson struts, Helical coil springs, Double acting Telescopic Dampers and Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",140ps@5500rpm,210Nm@2000-4000RPM,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,,Yes,,Yes,Yes,,,
Fiat,Urban Cross,1.3 Multijet Emotion," Rs. 8,10,211 ",BS IV,Diesel,Crossover,20 km/litre,,20 km/litre,1215 kg,205 mm,"Independent Wheels suspension with Mcpherson struts, Helical coil springs, Double acting Telescopic Dampers and Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",93PS@4000RPM,209Nm@2000rpm,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,,Yes,,Yes,Yes,,,
Toyota,Glanza,G Hybrid," Rs. 7,21,900 ",BS 6,Petrol,Hatchback,,,23.87 km/litre,910 kg,,McPherson Strut,Torsion Beam,89PS@6000 rpm,113Nm@4400 rpm,,Yes,,4.9 meter,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Rear sensors,Yes,Yes,,,Yes,,
Toyota,Glanza,V," Rs. 7,58,200 ",BS 6,Petrol,Hatchback,,,21.01 km/litre,890 kg,,McPherson Strut,Torsion Beam,82PS@6000 rpm,113Nm@4200 rpm,,Yes,,4.9 meter,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Rear sensors with camera,Yes,Yes,Yes,,Yes,,
Toyota,Glanza,G Cvt," Rs. 8,29,900 ",BS 6,Petrol,Hatchback,,,19.56 km/litre,935 kg,,McPherson Strut,Torsion Beam,82PS@6000 rpm,113Nm@4200 rpm,,Yes,,4.9 meter,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Rear sensors,Yes,Yes,,,Yes,,
Toyota,Glanza,V Cvt," Rs. 8,90,200 ",BS 6,Petrol,Hatchback,,,19.56 km/litre,935 kg,,McPherson Strut,Torsion Beam,82PS@6000 rpm,113Nm@4200 rpm,,Yes,,4.9 meter,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Rear sensors with camera,Yes,Yes,Yes,,Yes,,
Toyota,Glanza,G Mt," Rs. 6,97,900 ",BS 6,Petrol,Hatchback,,,19.56 km/litre,935 kg,,McPherson Strut,Torsion Beam,82PS@6000 rpm,113Nm@4200 rpm,,Yes,,4.9 meter,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Rear sensors,Yes,Yes,,,Yes,,
Fiat,Avventura,Multijet Dynamic," Rs. 7,96,132 ",BS IV,Diesel,Crossover,11.2 km/litre,20.5 km/litre,20.5 km/litre,1245 kg,205 mm,"Independent Wheels suspension with Mcpherson struts, Helical springs, Double acting Telescopic Dampers with Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",93PS@4000RPM,209Nm@2000rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,2 Years /150000 Kms (Whichever comes earlier),,,Yes,,Yes,Yes,,,,,Yes,,,Yes,,,
Fiat,Avventura,Multijet Active," Rs. 7,11,801 ",BS IV,Diesel,Crossover,11.2 km/litre,,20.5 km/litre,1240 kg,205 mm,"Independent Wheels suspension with Mcpherson struts, Helical springs, Double acting Telescopic Dampers with Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",93PS@4000RPM,209Nm@2000rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,2 Years /150000 Kms (Whichever comes earlier),,,,,Yes,,,,,,,,,Yes,,,
Fiat,Avventura,Multijet Emotion," Rs. 8,76,341 ",BS IV,Diesel,Crossover,11.2 km/litre,20.5 km/litre,20.5 km/litre,1255 kg,205 mm,"Independent Wheels suspension with Mcpherson struts, Helical springs, Double acting Telescopic Dampers with Stabilizer bar","Torsion beam, Helical Springs and Double acting Telescopic dampers",93PS@4000RPM,209Nm@2000rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,2 Years /150000 Kms (Whichever comes earlier),,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,,Yes,,,Yes,,,
Honda,Jazz,V Petrol," Rs. 7,45,000 ",BS IV,Petrol,Hatchback,11.3 km/litre,,18.2 km/litre,1042 kg,165 mm,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",90PS@6000rpm,110Nm@4800rpm,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,1 years /20000 Kms (years/distance whichever comes first),5.1 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors with camera,Yes,,,,,,
Honda,Jazz,Vx Cvt," Rs. 9,09,000 ",BS IV,Petrol,Hatchback,11.3 km/litre,,19 km/litre,1066 kg,165 mm,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",90PS@6000rpm,110Nm@4800rpm,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,1 years /20000 Kms (years/distance whichever comes first),5.1 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Rear sensors with camera,Yes,,,,,,Yes
Honda,Jazz,Vx Petrol," Rs. 7,89,000 ",BS IV,Petrol,Hatchback,11.3 km/litre,,18.2 km/litre,1044 kg,165 mm,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",90PS@6000rpm,110Nm@4800rpm,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,1 years /20000 Kms (years/distance whichever comes first),5.1 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors with camera,Yes,,Yes,,,,
Honda,Jazz,V Cvt," Rs. 8,65,000 ",BS IV,Petrol,Hatchback,11.3 km/litre,,19 km/litre,1064 kg,165 mm,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",90PS@6000rpm,110Nm@4800rpm,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,1 years /20000 Kms (years/distance whichever comes first),5.1 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Rear sensors with camera,Yes,,,,,,Yes
Honda,Jazz,S Diesel," Rs. 8,16,500 ",BS IV,Diesel,Hatchback,12 km/litre,,27.3 km/litre,1139 kg,165 mm,McPherson Strut,Torsion Beam Axle,100PS@3600rpm,200Nm@1750rpm,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,1 years /20000 Kms (years/distance whichever comes first),5.1 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors,,,,,,,
Honda,Jazz,V Diesel," Rs. 8,96,500 ",BS IV,Diesel,Hatchback,12 km/litre,,27.3 km/litre,1146 kg,165 mm,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",100PS@3600rpm,200Nm@1750rpm,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,1 years /20000 Kms (years/distance whichever comes first),5.1 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors with camera,Yes,,,,,,Yes
Honda,Jazz,Vx Diesel," Rs. 9,40,500 ",BS IV,Diesel,Hatchback,12 km/litre,,27.3 km/litre,1155 kg,165 mm,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",100PS@3600rpm,200Nm@1750rpm,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,1 years /20000 Kms (years/distance whichever comes first),5.1 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors with camera,Yes,,Yes,,,,Yes
Honda,Jazz,Exclusive Edition Cvt," Rs. 9,28,000 ",BS IV,Petrol,Hatchback,,,18.2 km/litre,1066 kg,165 mm,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",89 bhp@6000rpm,110 Nm@4800rpm,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,1 years /20000 Kms (years/distance whichever comes first),5.1 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,10.1:1,Rear sensors with camera,Yes,,,,,,Yes
Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At," Rs. 26,80,000 ",BS 6,Diesel,SUV,,,16.3 km/litre,1654 kg,,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",173PS@3750rpm,350Nm@1750-2500rpm,,Yes,,,Yes,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jeep,Compass Trailhawk,2.0 Trailhawk (O) 4X4 At," Rs. 27,60,000 ",BS 6,Diesel,SUV,,,16.3 km/litre,1654 kg,,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",173PS@3750rpm,350Nm@1750-2500rpm,,Yes,,,Yes,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Isuzu,Mu-X,4X2," Rs. 27,34,834 ",BS IV,Diesel,SUV,13.8 km/litre,13.8 km/litre,13.8 km/litre,,220 mm,Independent Double Wish Bone - Coil Spring Suspension,"Rigid suspension with gas-sealed, twin-tube shock absorber",177PS@3600rpm,380Nm@1800-2800rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,,6.2 meter,,Yes,"Driver curtain airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Rear sensors with camera,Yes,Yes,,Yes,Yes,,Yes
Isuzu,Mu-X,4X4," Rs. 29,31,534 ",BS IV,Diesel,SUV,13.8 km/litre,13.8 km/litre,13.8 km/litre,,220 mm,Independent Double Wish Bone - Coil Spring Suspension,"Rigid suspension with gas-sealed, twin-tube shock absorber",177PS@3600rpm,380Nm@1800-2800rpm,"3 Years/1,00,000 Kms (Whichever comes earlier)",Yes,,6.2 meter,,Yes,"Drive side airbag, Driver curtain airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,2,,Rear sensors with camera,Yes,Yes,,Yes,Yes,,Yes
Mahindra,Alturas G4,2Wd At," Rs. 27,70,150 ",BS IV,Diesel,,,,12.35 km/litre,,,Double Wishbone with Coil spring,5 Link Rear Suspension with Coil Spring,178bhp@400rpm,420Nm@1600-2600rpm,,Yes,,5.5 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes
Mahindra,Alturas G4,4Wd At," Rs. 30,70,150 ",,Diesel,SUV,,,12.05 km/litre,,,"Double Wish-bone type, Independent Front Coil Spring",5 link Suspension with coil springs,178Bhp @ 4000,420Nm @1600-2600,,Yes,,5.5 meter,,Yes,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Drive side airbag",Yes,Yes,,9,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volkswagen,Tiguan,Comfortline 2.0L Tdi Amt," Rs. 28,14,500 ",BS IV,Diesel,SUV,,,17.06 km/litre,1720 kg,149 mm,McPherson Strut with Coil Spring Rear,Multi link,141PS@4000rpm,340Nm@1750-2750rpm,,Yes,,5.75 meter,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger curtain airbag, Driver curtain airbag, Curtain airbags, Front passenger head airbag",Yes,Yes,Yes,6,,Rear sensors,Yes,Yes,Yes,Yes,Yes,,Yes
Volkswagen,Tiguan,Highline 2.0L Tdi Amt," Rs. 31,53,500 ",BS IV,Diesel,SUV,,,17.06 km/litre,1720 kg,149 mm,McPherson Strut with Coil Spring Rear,Multi link,141PS@4000rpm,340Nm@1750-2750rpm,,Yes,,5.75 meter,,Yes,"Front passenger head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,,Yes
Honda,Cr-V,2Wd Petrol Cvt," Rs. 28,27,001 ",,Petrol,SUV,,,14.4 km/litre,,198 mm,"McPherson Strut, Coil Spring","Multilink, Coil Spring",154PS@6500rpm,189NM@4300rpm,,Yes,,5.5 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Driver curtain airbag, Rear passenger center airbag, Curtain airbags",Yes,Yes,Yes,6,,Front and rear sensors with camera,Yes,Yes,Yes,,Yes,,Yes
Honda,Cr-V,2Wd Diesel At," Rs. 30,67,001 ",BS IV,Diesel,SUV,,,19.5 km/litre,,198 mm,Macpherson strut with Coil Spring,Multi-link coil spring,120PS@4000RPM,300NM@2000rpm,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags",Yes,Yes,Yes,6,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Honda,Cr-V,Awd Diesel At," Rs. 32,77,001 ",BS IV,Diesel,SUV,,,18.3 km/litre,1725 kg,208 mm,Mc Pherson struts with coil spring,Multi-link coil spring,120PS@4000RPM,300NM@2000rpm,,Yes,,5.5 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Driver curtain airbag, Rear passenger center airbag",Yes,Yes,Yes,6,,Front and rear sensors with camera,Yes,Yes,Yes,,Yes,,Yes
Skoda,Superb Sportline,Sportline 1.8L Tsi At," Rs. 28,99,599 ",BS IV,Petrol,Sedan,11.3 km/litre,13.7 km/litre,13.7 km/litre,1540 kg,164 mm,McPherson suspension with lower triangular links and torsion stabiliser,"multi-element axle, with one longitudinal and transverse links, with torsion stabiliser",180PS@6200RPM,250NM@1250-5000rpm,3 years / Unlimited Kms,Yes,2 years /100000 Kms (years/distance whichever comes first),5.4 meter,,Yes,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,8,11.1,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Skoda,Superb Sportline,Sportline 2.0L Tdi At," Rs. 31,49,599 ",BS IV,Diesel,Sedan,15.1 km/litre,18.19 km/litre,18.19 km/litre,1565 kg,149 mm,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",177PS@4000RPM,350Nm@1500-3500rpm,,Yes,,11.1 meter,,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag",Yes,Yes,Yes,8,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,A3,35 Tdi Premium Plus," Rs. 30,21,200 ",BS IV,Diesel,Sedan,18 km/litre,18 km/litre,20.38 km/litre,1340 kg,161 mm,multi-link suspension with stabilizer bar and coil springs,multi-link suspension with stabilizer bar and coil springs,143PS@4000rpm,320Nm@1750-3000rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",Yes,Yes,,9,,Rear sensors,Yes,Yes,,Yes,Yes,Yes,Yes
Audi,A3,35 Tdi Technology," Rs. 32,21,200 ",BS IV,Diesel,Sedan,18 km/litre,18 km/litre,20.38 km/litre,1340 kg,161 mm,multi-link suspension with stabilizer bar and coil springs,multi-link suspension with stabilizer bar and coil springs,143PS@4000rpm,320Nm@1750-3000rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",Yes,Yes,,9,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,A3,35 Tfsi Premium Plus," Rs. 29,20,750 ",BS IV,Petrol,Sedan,12.4 km/litre,,19.2 km/litre,1340 kg,161 mm,multi-link suspension with stabilizer bar and coil springs,multi-link suspension with stabilizer bar and coil springs,150PS@6000RPM,250NM@1250-5000rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger head airbag, Front passenger side airbag, Drive side airbag, Driver knee airbag, Rear passenger head airbags",Yes,Yes,,9,,Rear sensors,Yes,Yes,,,Yes,Yes,Yes
Audi,A3,35 Tfsi Technology," Rs. 31,20,750 ",BS IV,Petrol,Sedan,12.4 km/litre,,19.2 km/litre,1340 kg,161 mm,multi-link suspension with stabilizer bar and coil springs,multi-link suspension with stabilizer bar and coil springs,150PS@6000RPM,250NM@1250-5000rpm,2 years / Unlimited Kms,Yes,3rd/4th year( regardless of its mileage),,,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger head airbag, Front passenger side airbag, Drive side airbag, Driver knee airbag, Rear passenger head airbags",Yes,Yes,,9,,Rear sensors,Yes,Yes,,,Yes,Yes,Yes
,Mercedes-Benz B-Class,B 180 Sport," Rs. 29,88,311 ",BS IV,Petrol,MPV,9.5 km/litre,14.2 km/litre,14.81 km/litre,1425 kg,190 mm,McPherson Strut,Four Link,122PS@5000rpm,200Nm@1250-4000rpm,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),11 meter,,Yes,"Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags, Drive side airbag, Front passenger pelvic airbag",Yes,Yes,Yes,7,,Rear sensors with camera,Yes,Yes,Yes,,,Yes,Yes
,Mercedes-Benz B-Class,B 200 Cdi Sport," Rs. 30,89,851 ",BS IV,Diesel,MPV,11.5 km/litre,15 km/litre,15 km/litre,1577 kg,190 mm,McPherson strut front axle,4 link rear axle,136PS@4400RPM,300Nm@1600-3000rpm,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),11 meter,,Yes,"Driver pelvic airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Front passenger pelvic airbag, Driver frontal airbag",Yes,Yes,Yes,7,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,Mercedes-Benz B-Class,B 180 Night Edition," Rs. 31,98,662 ",BS IV,Petrol,MPV,9.5 km/litre,14.2 km/litre,14.81 km/litre,1425 kg,190 mm,McPherson Strut,Four Link,122PS@5000rpm,200Nm@1250-4000rpm,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),11 meter,,Yes,"Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Front passenger pelvic airbag",Yes,Yes,Yes,6,,Rear sensors with camera,Yes,Yes,Yes,,,Yes,Yes
,Mercedes-Benz B-Class,B 200 Cdi Night Edition," Rs. 33,03,282 ",BS IV,Diesel,MPV,11.5 km/litre,15 km/litre,15 km/litre,1577 kg,190 mm,McPherson strut front axle,4 link rear axle,136PS@4400RPM,300Nm@1600-3000rpm,3 years / Unlimited Kms,Yes,4th year /with (absolutely no mileage restriction),11 meter,,Yes,"Driver pelvic airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag, Front passenger pelvic airbag, Driver frontal airbag",Yes,Yes,Yes,6,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Yes
