Make,Model,Variant, Ex-Showroom_Price ,Emission_Norm,Fuel_Type,Body_Type,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Ground_Clearance,Front_Suspension,Rear_Suspension,Power,Torque,Basic_Warranty,Child_Safety_Locks,Extended_Warranty,Minimum_Turning_Radius,Voice_Recognition,ABS_(Anti-lock_Braking_System),Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Parking_Assistance,USB_Compatibility,EBA_(Electronic_Brake_Assist),Navigation_System,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Cruise_Control
Maruti Suzuki,Celerio X,Vxi," Rs. 4,75,198 ",BS IV,Petrol,Hatchback,23 km/litre,22 km/litre,23.1 km/litre,810 kg,165 mm,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,68PS@6000rpm,90Nm@3500rpm,2 years /40000 Kms (years/distance whichever comes first),Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",4.7 meter,,,Driver frontal airbag,Yes,,,1,,,,,,,,,
Maruti Suzuki,Celerio X,Vxi Amt," Rs. 5,18,198 ",BS IV,Petrol,Hatchback,23 km/litre,22 km/litre,23.1 km/litre,810 kg,165 mm,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,68PS@6000rpm,90Nm@3500rpm,2 years /40000 Kms (years/distance whichever comes first),Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",4.7 meter,,,Driver frontal airbag,Yes,,,1,,,,,,,,,
Maruti Suzuki,Celerio X,Vxi Amt (O)," Rs. 5,24,074 ",BS IV,Petrol,Hatchback,23 km/litre,22 km/litre,23.1 km/litre,810 kg,165 mm,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,68PS@6000rpm,90Nm@3500rpm,2 years /40000 Kms (years/distance whichever comes first),Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",4.7 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,2,,,,,,,,,
Maruti Suzuki,Celerio X,Zxi," Rs. 4,99,734 ",BS IV,Petrol,Hatchback,23 km/litre,22 km/litre,23.1 km/litre,810 kg,165 mm,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,68PS@6000rpm,90Nm@3500rpm,2 years /40000 Kms (years/distance whichever comes first),Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",4.7 meter,,,Driver frontal airbag,Yes,,,1,,,Yes,,,,,,
Maruti Suzuki,Celerio X,Zxi (O)," Rs. 5,40,350 ",BS IV,Petrol,Hatchback,23 km/litre,22 km/litre,23.1 km/litre,810 kg,165 mm,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,68PS@6000rpm,90Nm@3500rpm,2 years /40000 Kms (years/distance whichever comes first),Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",4.7 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,2,,,Yes,,,,,,
Maruti Suzuki,Celerio X,Zxi Amt," Rs. 5,42,735 ",BS IV,Petrol,Hatchback,23 km/litre,22 km/litre,23.1 km/litre,810 kg,165 mm,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,68PS@6000rpm,90Nm@3500rpm,2 years /40000 Kms (years/distance whichever comes first),Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",4.7 meter,,,Driver frontal airbag,Yes,,,1,,,Yes,,,,,,
Maruti Suzuki,Celerio X,Zxi Amt (O)," Rs. 5,52,350 ",BS IV,Petrol,Hatchback,23 km/litre,22 km/litre,23.1 km/litre,810 kg,165 mm,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,68PS@6000rpm,90Nm@3500rpm,2 years /40000 Kms (years/distance whichever comes first),Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",4.7 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,2,,,Yes,,,,,,
Maruti Suzuki,Ignis,Alpha 1.2 Amt," Rs. 7,13,898 ",BS IV,Petrol,Hatchback,20.89 km/litre,,20.89 km/litre,860 kg,180 mm,McPherson Strut,Torsion Beam,83PS@6000rpm,113Nm@4200RPM,,Yes,,4.7 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Rear sensors with camera,Yes,,Yes,,Yes,Yes,
Maruti Suzuki,Ignis,Alpha 1.2 Mt," Rs. 6,66,898 ",BS IV,Petrol,Hatchback,20.89 km/litre,,20.89 km/litre,860 kg,180 mm,McPherson Strut,Torsion Beam,83PS@6000rpm,113Nm@4200RPM,,Yes,,4.7 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Rear sensors with camera,Yes,,Yes,,Yes,Yes,
Maruti Suzuki,Ignis,Delta 1.2 Amt," Rs. 6,07,841 ",BS IV,Petrol,Hatchback,20.89 km/litre,20.89 km/litre,20.89 km/litre,825 kg,180 mm,McPherson Strut,Torsion Beam,83PS@6000rpm,113Nm@4200RPM,,Yes,,4.7 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors,Yes,,,,Yes,,
Maruti Suzuki,Ignis,Delta 1.2 Mt," Rs. 5,60,841 ",BS IV,Petrol,Hatchback,20.89 km/litre,20.89 km/litre,20.89 km/litre,825 kg,180 mm,McPherson Strut,Torsion Beam,83PS@6000rpm,113Nm@4200RPM,,Yes,,4.7 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors,Yes,,,,Yes,,
Maruti Suzuki,Ignis,Sigma 1.2 Mt," Rs. 4,83,320 ",BS IV,Petrol,Hatchback,20.89 km/litre,,20.89 km/litre,825 kg,180 mm,McPherson Strut,Torsion Beam,83PS@6000rpm,113Nm@4200RPM,,Yes,,4.7 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,Rear sensors,,,Yes,,Yes,,
Maruti Suzuki,Ignis,Zeta 1.2 Amt," Rs. 6,30,320 ",BS IV,Petrol,Hatchback,15.1 km/litre,,20.89 km/litre,,180 mm,McPherson Strut,Torsion Beam,83PS@6000rpm,113Nm@4200RPM,,Yes,,4.7 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors,Yes,,,,Yes,Yes,
Maruti Suzuki,Ignis,Zeta 1.2 Mt," Rs. 5,83,320 ",BS IV,Petrol,Hatchback,20.89 km/litre,,20.89 km/litre,,180 mm,McPherson Strut,Torsion Beam,83PS@6000rpm,113Nm@4200RPM,,Yes,,4.7 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors,Yes,,,,Yes,,
Renault,Triber,Rxe," Rs. 4,95,000 ",BS 6,Petrol,MUV,,,20.5 km/litre,947 kg,182 mm,McPherson Strut,Torison Beam,72PS@62050rpm,96Nm@3500rpm,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors,,,,,,,
Renault,Triber,Rxl," Rs. 5,59,000 ",BS 6,Petrol,MUV,,,20.5 km/litre,947 kg,182 mm,McPherson Strut,Torison Beam,72PS@62050rpm,96Nm@3500rpm,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors,Yes,,,,,,
Renault,Triber,Rxt," Rs. 6,09,000 ",BS 6,Petrol,MUV,,,20.5 km/litre,947 kg,182 mm,McPherson Strut,Torison Beam,72PS@62050rpm,96Nm@3500rpm,,Yes,,,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors,Yes,,,,,,
Renault,Triber,Rxz," Rs. 6,63,000 ",BS 6,Petrol,MUV,,,20.5 km/litre,947 kg,182 mm,McPherson Strut,Torison Beam,72PS@62050rpm,96Nm@3500rpm,,Yes,,,,Yes,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,,4,,Rear sensors with camera,Yes,,,,Yes,,
Premier,Rio,Gx," Rs. 5,06,000 ",BS IV,Petrol,SUV,13 km/litre,16 km/litre,16 km/litre,1080 kg,200 mm,McPherson strut & coil spring,5 rods system,76.6PS@5800rpm,103.9Nm@3500-4250rpm,,Yes,,4.7 meter,,Yes,,,Yes,,,,,,,,,,,
Premier,Rio,Ex," Rs. 5,68,623 ",BS IV,Diesel,SUV,12 km/litre,16 km/litre,16 km/litre,1145 kg,200 mm,McPherson strut & coil spring,5 rods system,64PS@4000rpm,152Nm@2500RPM,,Yes,,4.7 meter,,,,,,,,,Rear sensors with camera,,,,Yes,,,
Premier,Rio,Glx," Rs. 6,70,000 ",BS IV,Petrol,SUV,13 km/litre,16 km/litre,16 km/litre,1080 kg,200 mm,McPherson strut & coil spring,5 rods system,76.6PS@5800rpm,103.9Nm@3500-4250rpm,,Yes,,4.7 meter,,Yes,,Yes,Yes,,,,,,,,,,,
Premier,Rio,Dx," Rs. 6,03,000 ",BS IV,Diesel,SUV,12 km/litre,16 km/litre,16 km/litre,1145 kg,200 mm,McPherson strut & coil spring,5 rods system,64PS@4000rpm,152Nm@2250RPM,,Yes,,4.7 meter,,Yes,,Yes,Yes,,,,,,,,Yes,Yes,,
Premier,Rio,Lx," Rs. 7,39,000 ",BS IV,Diesel,SUV,12 km/litre,16 km/litre,16 km/litre,1145 kg,200 mm,McPherson strut & coil spring,5 rods system,64PS@4000rpm,152Nm@2250RPM,,Yes,,4.7 meter,,Yes,,,Yes,,,,,,,,Yes,,,
Premier,Rio,Crdi4," Rs. 7,39,000 ",BS IV,Diesel,SUV,20 km/litre,23.7 km/litre,23.7 km/litre,1145 kg,200 mm,McPherson strut & coil spring,5 rods system,72PS@4000rpm,183Nm@1800-2400rpm,,Yes,,4.7 meter,,Yes,,,Yes,,,,,,,,Yes,,,
Toyota,Etios Liva,G," Rs. 5,20,300 ",BS IV,Petrol,Hatchback,15.1 km/litre,17.71 km/litre,18.16 km/litre,895 kg,170 mm,MacPherson Strut,Torsion Beam,80PS@5600rpm,104Nm@3100rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,10.5:1,,,,,,Yes,,
Toyota,Etios Liva,V," Rs. 5,81,000 ",BS IV,Petrol,Hatchback,15.1 km/litre,18.16 km/litre,18.16 km/litre,895 kg,170 mm,MacPherson Strut,Torsion Beam,80PS@5600rpm,104Nm@3100rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,10.5:1,,Yes,,,,Yes,,
Toyota,Etios Liva,Gd," Rs. 6,47,800 ",BS IV,Diesel,Hatchback,20.3 km/litre,23.59 km/litre,23.59 km/litre,895 kg,170 mm,MacPherson Strut,Torsion Beam,68PS@3800rpm,170Nm@1800-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,10.5:1,,,,,,Yes,,
Toyota,Etios Liva,Vx," Rs. 6,30,000 ",BS IV,Petrol,Hatchback,15.1 km/litre,17.71 km/litre,18.16 km/litre,895 kg,170 mm,MacPherson Strut,Torsion Beam,80PS@5600rpm,104Nm@3100rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,10.5:1,Rear sensors,Yes,,,,Yes,,
Toyota,Etios Liva,Vxd," Rs. 7,45,000 ",BS IV,Diesel,Hatchback,20.3 km/litre,23.08 km/litre,23.59 km/litre,895 kg,170 mm,MacPherson Strut,Torsion Beam,68PS@3800rpm,170Nm@1800-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors,Yes,,,,Yes,,
Toyota,Etios Liva,Vd," Rs. 7,04,000 ",BS IV,Diesel,Hatchback,20.3 km/litre,23.08 km/litre,23.59 km/litre,895 kg,170 mm,MacPherson Strut,Torsion Beam,68PS@3800rpm,170Nm@1800-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,,Yes,,,Yes,Yes,,
Toyota,Etios Liva,Dual Tone V," Rs. 5,97,700 ",BS IV,Petrol,Hatchback,15.1 km/litre,18.16 km/litre,18.16 km/litre,895 kg,170 mm,MacPherson Strut,Torsion Beam,80PS@5600rpm,104Nm@3100rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,,Yes,,,,Yes,,
Toyota,Etios Liva,Dual Tone Vd," Rs. 7,20,700 ",BS IV,Diesel,Hatchback,20.3 km/litre,23.08 km/litre,23.59 km/litre,895 kg,170 mm,MacPherson Strut,Torsion Beam,68PS@3800rpm,170Nm@1800-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,,Yes,,,Yes,Yes,,
Toyota,Etios Liva,Dual Tone Vx," Rs. 6,41,700 ",BS IV,Petrol,Hatchback,15.1 km/litre,17.71 km/litre,18.16 km/litre,895 kg,170 mm,MacPherson Strut,Torsion Beam,80PS@5600rpm,104Nm@3100rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors,Yes,,,,Yes,,
Toyota,Etios Liva,Dual Tone Vxd," Rs. 7,56,700 ",BS IV,Diesel,Hatchback,20.3 km/litre,23.08 km/litre,23.59 km/litre,895 kg,170 mm,MacPherson Strut,Torsion Beam,68PS@3800rpm,170Nm@1800-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors,Yes,,,,Yes,,
Toyota,Etios Liva,Gx," Rs. 5,58,400 ",BS IV,Petrol,Hatchback,15.1 km/litre,17.71 km/litre,18.16 km/litre,895 kg,170 mm,MacPherson Strut,Torsion Beam,80PS@5600rpm,104Nm@3100rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,,,,,,Yes,,
Toyota,Etios Liva,Gxd," Rs. 6,86,000 ",BS IV,Diesel,Hatchback,20.3 km/litre,23.59 km/litre,23.59 km/litre,895 kg,170 mm,MacPherson Strut,Torsion Beam,68PS@3800rpm,170Nm@1800-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,,,,,,Yes,,
Toyota,Etios Liva,Vx Dual Tone Limited Edition," Rs. 6,62,700 ",BS IV,Petrol,Hatchback,15.1 km/litre,17.71 km/litre,18.16 km/litre,895 kg,170 mm,MacPherson Strut,Torsion Beam,80PS@5600rpm,104Nm@3100rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,10.5:1,Rear sensors with camera,Yes,,,,Yes,,
Toyota,Etios Liva,Vxd Dual Tone Limited Edition," Rs. 7,77,700 ",BS IV,Diesel,Hatchback,20.3 km/litre,23.08 km/litre,23.59 km/litre,895 kg,170 mm,MacPherson Strut,Torsion Beam,68PS@3800rpm,170Nm@1800-2400rpm,3 years /100000 Kms (years/distance whichever comes first),Yes,,4.8 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors with camera,Yes,,,,Yes,,
Nissan,Micra Active,Xl," Rs. 5,25,021 ",BS IV,Petrol,Hatchback,,,18.97 km/litre,,154 mm,Mc Pherson-strut,Torsion Beam,68PS@5000rpm,104Nm@4000rpm,24 months /50000 Kms (whichever comes first),Yes,2 years / 80000 Kms (years/distance whichever comes first),4.65 meter,,,"Driver frontal airbag, Front passenger frontal airbag",,,Yes,2,,Rear sensors,,,,,,,
Nissan,Micra Active,Xv," Rs. 5,99,950 ",BS IV,Petrol,Hatchback,19.49 km/litre,,19.49 km/litre,,154 mm,Mc Pherson Strut,Torsion Beam,68PS@5000rpm,104Nm@4000rpm,24 months /50000 Kms (whichever comes first),Yes,2 years / 80000 Kms (years/distance whichever comes first),4.65 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,Rear sensors,Yes,,,,,,
Nissan,Micra Active,Xl (O)," Rs. 5,63,133 ",BS IV,Petrol,Hatchback,,,18.97 km/litre,,154 mm,Mc Pherson-strut,Torsion Beam,68PS@5000rpm,104Nm@4000rpm,24 months /50000 Kms (whichever comes first),Yes,2 years / 80000 Kms (years/distance whichever comes first),4.65 meter,,,"Driver frontal airbag, Front passenger frontal airbag",,,Yes,2,,Rear sensors,Yes,,,,,,
Tata,Bolt,Xt Diesel," Rs. 7,87,980 ",BS IV,Diesel,Hatchback,"22,95 km/litre",,22.95 km/litre,1132 kg,165 mm,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,75PS@4000rpm,190Nm@1750-3000rpm,,Yes,3 years /150000 Kms (years/distance whichever comes first),5.1 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,,Yes,,,Yes,,,
Tata,Bolt,Xe Diesel," Rs. 6,61,111 ",BS IV,Diesel,Hatchback,"22,95 km/litre",,22.95 km/litre,1132 kg,165 mm,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,75PS@4000rpm,190Nm@1750-3000rpm,2 years /75000 Kms (years/distance whichever comes first),Yes,3 years /150000 Kms (years/distance whichever comes first),5.1 meter,,,,Yes,,,,,,,,,Yes,,,
Tata,Bolt,Xm Diesel," Rs. 6,93,798 ",BS IV,Diesel,Hatchback,"22,95 km/litre",,22.95 km/litre,1132 kg,165 mm,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,75PS@4000rpm,190Nm@1750-3000rpm,2 years /75000 Kms (years/distance whichever comes first),Yes,3 years /150000 Kms (years/distance whichever comes first),5.1 meter,,Yes,,Yes,Yes,,,,,Yes,,,Yes,,,
Tata,Bolt,Xms Diesel," Rs. 7,19,661 ",BS IV,Diesel,Hatchback,"22,95 km/litre",,22.95 km/litre,1132 kg,165 mm,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,75PS@4000rpm,190Nm@1750-3000rpm,2 years /75000 Kms (years/distance whichever comes first),Yes,3 years /150000 Kms (years/distance whichever comes first),5.1 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,,Yes,,,,,,
Tata,Bolt,Xt Petrol," Rs. 6,74,960 ",BS IV,Petrol,Hatchback,"17,57 km/litre",,17.57 km/litre,1095 kg,165 mm,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,90PS@5000rpm,140Nm@1500-4000rpm,2 years /75000 Kms (years/distance whichever comes first),Yes,3 years /150000 Kms (years/distance whichever comes first),5.1 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,,,Yes,,,,,,
Tata,Bolt,Xe Petrol," Rs. 5,29,035 ",BS IV,Petrol,Hatchback,"17,57 km/litre",,17.57 km/litre,1095 kg,165 mm,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,90PS@5000rpm,140Nm@1500-4000rpm,2 years /75000 Kms (years/distance whichever comes first),Yes,3 years /150000 Kms (years/distance whichever comes first),5.1 meter,,,,Yes,,,,,,,,,Yes,,,
Tata,Bolt,Xm Petrol," Rs. 5,90,268 ",BS IV,Petrol,Hatchback,"17,57 km/litre",,17.57 km/litre,1095 kg,165 mm,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,90PS@5000rpm,140Nm@1500-4000rpm,2 years /75000 Kms (years/distance whichever comes first),Yes,3 years /150000 Kms (years/distance whichever comes first),5.1 meter,,Yes,,Yes,Yes,,,,,Yes,,,Yes,,,
Tata,Bolt,Xms Petrol," Rs. 6,14,515 ",BS IV,Petrol,Hatchback,"17,57 km/litre",,17.57 km/litre,1095 kg,165 mm,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,90PS@5000rpm,140Nm@1500-4000rpm,2 years /75000 Kms (years/distance whichever comes first),Yes,3 years /150000 Kms (years/distance whichever comes first),5.1 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2,,,Yes,,,Yes,,,
Hyundai,Xcent Prime,Cng T + (Cng +," Rs. 5,56,130 ",BS IV,CNG + Petrol,Sedan,,,,1100 kg,165 mm,MacPherson Strut,Coupled Torsion Beam Axle,83PS@6000rpm,114Nm@6000rpm,,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",5.2 meter,,Yes,,Yes,,Yes,,,,,,,,,,
Hyundai,Xcent Prime,T," Rs. 5,36,859 ",BS IV,Petrol,Sedan,,,15.7 km/litre,1100 kg,165 mm,Mc Pherson Strut,Coupled Torsion Beam Axle,83PS@6000rpm,114Nm@6000rpm,,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",5.2 meter,,,,Yes,,Yes,,,,,,,,,,
Hyundai,Xcent Prime,T+," Rs. 5,56,130 ",BS IV,Petrol,Sedan,,15.7 km/litre,,1100 kg,165 mm,MacPherson Strut,Coupled Torsion Beam Axle,83PS@6000rpm,114Nm@6000rpm,,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",5.2 meter,,Yes,,Yes,,Yes,,,,,,,,,,
Hyundai,Xcent Prime,Cng T (Cng +," Rs. 5,36,859 ",BS IV,CNG + Petrol,Sedan,,,,1100 kg,165 mm,MacPherson Strut,Coupled Torsion Beam Axle,81.8bhp@6000rpm,114Nm@6000rpm,,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",5.2 meter,,Yes,,Yes,,Yes,,,,,,,,,,
Hyundai,Xcent Prime,T+ Crdi," Rs. 6,39,616 ",BS IV,Diesel,Sedan,,,20.14 km/litre,1100 kg,165 mm,Mc Pherson Strut,Coupled Torsion Beam Axle,70bhp@4000RPM,114Nm@6000rpm,,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",5.2 meter,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,2,,,,,,,,,
Hyundai,Xcent Prime,T Crdi," Rs. 6,20,297 ",BS IV,Diesel,Sedan,,,20 km/litre,1100 kg,165 mm,Mc Pherson Strut,Coupled Torsion Beam Axle,71PS@4000rpm,114Nm@6000rpm,,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",5.2 meter,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,2,,,,,,,,,
Maruti Suzuki,Dzire Tour,Ldi," Rs. 6,53,523 ",BS IV,Diesel,Sedan,14.6 km/litre,19.8 km/litre,28.4 km/litre,1045 kg,170 mm,MacPherson Strut,Torsion Beam,75PS@4000rpm,190Nm@2000rpm,2 years /40000 Kms (years/distance whichever comes first),Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",4.8 meter,,,,Yes,,,,17.6:1,,,,,Yes,,,
Maruti Suzuki,Dzire Tour,Lxi," Rs. 5,53,423 ",BS IV,Petrol,Sedan,16.3 km/litre,19.1 km/litre,22 km/litre,935 kg,170 mm,MacPherson Strut,Torsion Beam,83PS@6000rpm,115Nm@4000rpm,2 years /40000 Kms (years/distance whichever comes first),Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",4.8 meter,,,,Yes,,,,11.0:1,,,,,,,,
Maruti Suzuki,Dzire Tour,Lxi Cng," Rs. 5,98,940 ",BS IV,CNG,Sedan,,,,935 kg,170 mm,MacPherson Strut,Torsion Beam,69bhp@6000rpm,115Nm@4000rpm,2 years /40000 Kms (years/distance whichever comes first),Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",4.8 meter,,,,Yes,,,,11.0:1,,,,,,,,
Hyundai,Elite I20,Era 1.2," Rs. 5,59,693 ",BS IV,Petrol,Hatchback,13.3 km/litre,18.6 km/litre,18.6 km/litre,1066 kg,165 mm,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,84PS@6000rpm,115Nm@4000rpm,2 years / Unlimited Kms,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",5.2 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,10.5:1,,,,,,,,
Hyundai,Elite I20,Era 1.4 Crdi," Rs. 6,97,803 ",BS IV,Diesel,Hatchback,18.4 km/litre,22.54 km/litre,22.54 km/litre,1510 kg,170 mm,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,90PS@4000rpm,220Nm@1500rpm,2 years / Unlimited Kms,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",5.2 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,10.5:1,,,,,Yes,,,
Hyundai,Elite I20,Magna Plus," Rs. 6,34,950 ",BS IV,Petrol,Hatchback,13.3 km/litre,18.5 km/litre,18.6 km/litre,1058 kg,170 mm,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,84PS@6000rpm,115Nm@4000rpm,2 years / Unlimited Kms,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",5.2 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,10.5:1,Rear sensors,Yes,,,,,,
Hyundai,Elite I20,Magna Plus Crdi," Rs. 7,70,803 ",BS IV,Diesel,Hatchback,18.4 km/litre,22.54 km/litre,22.54 km/litre,1510 kg,170 mm,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,90PS@4000rpm,220Nm@1500rpm,2 years / Unlimited Kms,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",5.2 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,10.5:1,Rear sensors,Yes,,,Yes,,,
Hyundai,Elite I20,Sportz Plus," Rs. 7,21,693 ",BS IV,Petrol,Hatchback,13.3 km/litre,18.5 km/litre,18.6 km/litre,1060 kg,170 mm,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,84PS@6000rpm,115Nm@4000rpm,2 years / Unlimited Kms,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",5.2 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,10.5:1,Rear sensors with camera,Yes,,Yes,,,,
Hyundai,Elite I20,Sportz Plus Crdi Dual Tone," Rs. 8,76,103 ",BS IV,Diesel,Hatchback,18.4 km/litre,22.54 km/litre,22.54 km/litre,1515 kg,170 mm,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,90PS@4000rpm,220Nm@1500rpm,2 years / Unlimited Kms,Yes,"3rd /4th Years / up to 1,00,000 Kms (Whichever comes earlier)",5.2 meter,,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,2,10.5:1,Rear sensors with camera,Yes,,,Yes,,,
